Season,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena
2003,"Wed, Apr 2, 2003",Miami Heat,62,Boston Celtics,90,17156,FleetCenter
2003,"Wed, Apr 2, 2003",Indiana Pacers,103,Cleveland Cavaliers,82,9383,Gund Arena
2003,"Wed, Apr 2, 2003",Chicago Bulls,101,Philadelphia 76ers,108,20210,First Union Center
2003,"Wed, Apr 2, 2003",Toronto Raptors,89,Detroit Pistons,78,22076,The Palace of Auburn Hills
2003,"Wed, Apr 2, 2003",San Antonio Spurs,105,Memphis Grizzlies,87,12116,Pyramid Arena
2003,"Wed, Apr 2, 2003",Houston Rockets,99,Milwaukee Bucks,106,17624,Bradley Center
2003,"Wed, Apr 2, 2003",Seattle SuperSonics,86,Minnesota Timberwolves,91,14117,Target Center
2003,"Wed, Apr 2, 2003",Sacramento Kings,105,Washington Wizards,99,20173,MCI Center
2003,"Wed, Apr 2, 2003",New Jersey Nets,97,New Orleans Hornets,106,14311,New Orleans Arena
2003,"Wed, Apr 2, 2003",New York Knicks,83,Denver Nuggets,75,13527,Pepsi Center
2003,"Thu, Apr 3, 2003",Washington Wizards,89,Atlanta Hawks,91,19850,Philips Arena
2003,"Thu, Apr 3, 2003",Los Angeles Lakers,100,Dallas Mavericks,89,20129,American Airlines Center
2003,"Thu, Apr 3, 2003",Utah Jazz,93,Portland Trail Blazers,88,20062,Rose Garden Arena
2003,"Fri, Apr 4, 2003",Houston Rockets,88,Philadelphia 76ers,79,20925,First Union Center
2003,"Fri, Apr 4, 2003",San Antonio Spurs,124,Toronto Raptors,98,18376,Air Canada Centre
2003,"Fri, Apr 4, 2003",Miami Heat,83,New Jersey Nets,99,16152,Continental Airlines Arena
2003,"Fri, Apr 4, 2003",Sacramento Kings,93,Boston Celtics,92,18624,FleetCenter
2003,"Fri, Apr 4, 2003",Indiana Pacers,98,Detroit Pistons,92,22076,The Palace of Auburn Hills
2003,"Fri, Apr 4, 2003",Los Angeles Lakers,102,Memphis Grizzlies,101,19351,Pyramid Arena
2003,"Fri, Apr 4, 2003",Cleveland Cavaliers,93,Milwaukee Bucks,95,15039,Bradley Center
2003,"Fri, Apr 4, 2003",New York Knicks,94,Utah Jazz,92,19291,Delta Center
2003,"Fri, Apr 4, 2003",Portland Trail Blazers,122,Golden State Warriors,100,18803,The Arena in Oakland
2003,"Fri, Apr 4, 2003",Los Angeles Clippers,93,Seattle SuperSonics,101,15273,KeyArena at Seattle Center
2003,"Sat, Apr 5, 2003",Minnesota Timberwolves,94,Phoenix Suns,111,18413,America West Arena
2003,"Sat, Apr 5, 2003",Memphis Grizzlies,91,Atlanta Hawks,97,12107,Philips Arena
2003,"Sat, Apr 5, 2003",New Orleans Hornets,76,Cleveland Cavaliers,79,11996,Gund Arena
2003,"Sat, Apr 5, 2003",Milwaukee Bucks,115,Chicago Bulls,117,20037,United Center
2003,"Sat, Apr 5, 2003",Orlando Magic,90,Dallas Mavericks,108,19800,American Airlines Center
2003,"Sat, Apr 5, 2003",New York Knicks,98,Los Angeles Clippers,109,18596,STAPLES Center
2003,"Sun, Apr 6, 2003",Washington Wizards,99,Boston Celtics,98,18624,FleetCenter
2003,"Sun, Apr 6, 2003",New Jersey Nets,96,Toronto Raptors,87,19319,Air Canada Centre
2003,"Sun, Apr 6, 2003",Sacramento Kings,97,Philadelphia 76ers,81,20702,First Union Center
2003,"Sun, Apr 6, 2003",Miami Heat,69,Indiana Pacers,90,15014,Conseco Fieldhouse
2003,"Sun, Apr 6, 2003",San Antonio Spurs,89,Detroit Pistons,83,22076,The Palace of Auburn Hills
2003,"Sun, Apr 6, 2003",Denver Nuggets,99,Golden State Warriors,106,17021,The Arena in Oakland
2003,"Sun, Apr 6, 2003",Orlando Magic,93,Houston Rockets,114,15335,Compaq Center
2003,"Sun, Apr 6, 2003",Minnesota Timberwolves,97,Portland Trail Blazers,78,20169,Rose Garden Arena
2003,"Sun, Apr 6, 2003",Utah Jazz,80,Seattle SuperSonics,82,15588,KeyArena at Seattle Center
2003,"Sun, Apr 6, 2003",Phoenix Suns,113,Los Angeles Lakers,115,18997,STAPLES Center
2003,"Tue, Apr 8, 2003",Washington Wizards,100,Cleveland Cavaliers,91,20562,Gund Arena
2003,"Tue, Apr 8, 2003",Detroit Pistons,74,Philadelphia 76ers,91,20520,First Union Center
2003,"Tue, Apr 8, 2003",Toronto Raptors,83,Miami Heat,89,14365,AmericanAirlines Arena
2003,"Tue, Apr 8, 2003",Atlanta Hawks,95,New York Knicks,99,18871,Madison Square Garden (IV)
2003,"Tue, Apr 8, 2003",Los Angeles Clippers,108,Memphis Grizzlies,111,11618,Pyramid Arena
2003,"Tue, Apr 8, 2003",Indiana Pacers,103,Chicago Bulls,115,20198,United Center
2003,"Tue, Apr 8, 2003",Portland Trail Blazers,81,Houston Rockets,66,10900,Compaq Center
2003,"Tue, Apr 8, 2003",Phoenix Suns,98,Denver Nuggets,78,13873,Pepsi Center
2003,"Tue, Apr 8, 2003",Seattle SuperSonics,85,Sacramento Kings,107,17317,ARCO Arena (II)
2003,"Tue, Apr 8, 2003",Utah Jazz,102,Golden State Warriors,128,16268,The Arena in Oakland
2003,"Tue, Apr 8, 2003",Dallas Mavericks,99,Los Angeles Lakers,108,18997,STAPLES Center
2003,"Wed, Apr 9, 2003",Toronto Raptors,82,Orlando Magic,88,14581,TD Waterhouse Centre
2003,"Wed, Apr 9, 2003",Boston Celtics,87,Washington Wizards,83,20173,MCI Center
2003,"Wed, Apr 9, 2003",New Jersey Nets,92,Atlanta Hawks,97,17119,Philips Arena
2003,"Wed, Apr 9, 2003",Chicago Bulls,102,Detroit Pistons,111,18966,The Palace of Auburn Hills
2003,"Wed, Apr 9, 2003",Los Angeles Clippers,92,Milwaukee Bucks,112,14071,Bradley Center
2003,"Wed, Apr 9, 2003",Cleveland Cavaliers,81,New Orleans Hornets,100,15551,New Orleans Arena
2003,"Wed, Apr 9, 2003",Portland Trail Blazers,79,San Antonio Spurs,84,18797,SBC Center
2003,"Wed, Apr 9, 2003",Houston Rockets,73,Utah Jazz,94,19661,Delta Center
2003,"Wed, Apr 9, 2003",Dallas Mavericks,89,Phoenix Suns,112,17136,America West Arena
2003,"Wed, Apr 9, 2003",Minnesota Timberwolves,92,Seattle SuperSonics,100,16039,KeyArena at Seattle Center
2003,"Thu, Apr 10, 2003",Philadelphia 76ers,99,Boston Celtics,78,18624,FleetCenter
2003,"Thu, Apr 10, 2003",Sacramento Kings,104,Los Angeles Lakers,117,18997,STAPLES Center
2003,"Fri, Apr 11, 2003",Milwaukee Bucks,105,Toronto Raptors,103,17762,Air Canada Centre
2003,"Fri, Apr 11, 2003",Cleveland Cavaliers,89,Atlanta Hawks,109,15056,Philips Arena
2003,"Fri, Apr 11, 2003",Orlando Magic,98,Indiana Pacers,86,18345,Conseco Fieldhouse
2003,"Fri, Apr 11, 2003",Portland Trail Blazers,93,Memphis Grizzlies,96,17173,Pyramid Arena
2003,"Fri, Apr 11, 2003",Washington Wizards,91,Miami Heat,87,20152,AmericanAirlines Arena
2003,"Fri, Apr 11, 2003",Los Angeles Clippers,90,Minnesota Timberwolves,106,16107,Target Center
2003,"Fri, Apr 11, 2003",Philadelphia 76ers,103,New York Knicks,108,19763,Madison Square Garden (IV)
2003,"Fri, Apr 11, 2003",New Jersey Nets,86,Chicago Bulls,95,22087,United Center
2003,"Fri, Apr 11, 2003",Detroit Pistons,89,New Orleans Hornets,93,17394,New Orleans Arena
2003,"Fri, Apr 11, 2003",Seattle SuperSonics,86,San Antonio Spurs,94,19217,SBC Center
2003,"Fri, Apr 11, 2003",Dallas Mavericks,92,Utah Jazz,95,19896,Delta Center
2003,"Fri, Apr 11, 2003",Golden State Warriors,101,Phoenix Suns,117,17792,America West Arena
2003,"Fri, Apr 11, 2003",Denver Nuggets,103,Sacramento Kings,105,17317,ARCO Arena (II)
2003,"Sat, Apr 12, 2003",Boston Celtics,86,Orlando Magic,89,17283,TD Waterhouse Centre
2003,"Sat, Apr 12, 2003",Atlanta Hawks,101,Washington Wizards,100,20173,MCI Center
2003,"Sat, Apr 12, 2003",New York Knicks,99,Cleveland Cavaliers,104,12684,Gund Arena
2003,"Sat, Apr 12, 2003",Toronto Raptors,86,New Jersey Nets,94,15306,Continental Airlines Arena
2003,"Sat, Apr 12, 2003",Golden State Warriors,108,Dallas Mavericks,117,19980,American Airlines Center
2003,"Sat, Apr 12, 2003",Seattle SuperSonics,86,Houston Rockets,101,14800,Compaq Center
2003,"Sat, Apr 12, 2003",Los Angeles Clippers,101,Denver Nuggets,79,18319,Pepsi Center
2003,"Sun, Apr 13, 2003",Indiana Pacers,98,Milwaukee Bucks,107,17064,Bradley Center
2003,"Sun, Apr 13, 2003",Chicago Bulls,95,Minnesota Timberwolves,119,18171,Target Center
2003,"Sun, Apr 13, 2003",Los Angeles Lakers,99,Portland Trail Blazers,101,20580,Rose Garden Arena
2003,"Sun, Apr 13, 2003",Detroit Pistons,110,Memphis Grizzlies,107,15704,Pyramid Arena
2003,"Sun, Apr 13, 2003",Boston Celtics,94,Miami Heat,86,16500,AmericanAirlines Arena
2003,"Sun, Apr 13, 2003",New Orleans Hornets,94,Philadelphia 76ers,89,20576,First Union Center
2003,"Sun, Apr 13, 2003",San Antonio Spurs,85,Phoenix Suns,92,19023,America West Arena
2003,"Mon, Apr 14, 2003",New York Knicks,93,Washington Wizards,79,20173,MCI Center
2003,"Mon, Apr 14, 2003",Orlando Magic,84,Atlanta Hawks,100,17018,Philips Arena
2003,"Mon, Apr 14, 2003",Cleveland Cavaliers,88,Detroit Pistons,89,18712,The Palace of Auburn Hills
2003,"Mon, Apr 14, 2003",New Orleans Hornets,87,New Jersey Nets,74,12723,Continental Airlines Arena
2003,"Mon, Apr 14, 2003",Seattle SuperSonics,106,Dallas Mavericks,109,19880,American Airlines Center
2003,"Mon, Apr 14, 2003",San Antonio Spurs,91,Utah Jazz,83,19821,Delta Center
2003,"Mon, Apr 14, 2003",Los Angeles Clippers,122,Golden State Warriors,113,16638,The Arena in Oakland
2003,"Tue, Apr 15, 2003",Miami Heat,103,Toronto Raptors,99,17666,Air Canada Centre
2003,"Tue, Apr 15, 2003",Indiana Pacers,109,New York Knicks,93,19763,Madison Square Garden (IV)
2003,"Tue, Apr 15, 2003",Philadelphia 76ers,106,Chicago Bulls,115,22408,United Center
2003,"Tue, Apr 15, 2003",Memphis Grizzlies,86,Houston Rockets,97,14704,Compaq Center
2003,"Tue, Apr 15, 2003",Phoenix Suns,102,Portland Trail Blazers,120,20580,Rose Garden Arena
2003,"Tue, Apr 15, 2003",Denver Nuggets,104,Los Angeles Lakers,126,18997,STAPLES Center
2003,"Wed, Apr 16, 2003",Detroit Pistons,92,Boston Celtics,99,17069,FleetCenter
2003,"Wed, Apr 16, 2003",Toronto Raptors,86,Cleveland Cavaliers,96,20251,Gund Arena
2003,"Wed, Apr 16, 2003",Washington Wizards,87,Philadelphia 76ers,107,21257,First Union Center
2003,"Wed, Apr 16, 2003",New Jersey Nets,83,Indiana Pacers,90,17248,Conseco Fieldhouse
2003,"Wed, Apr 16, 2003",Minnesota Timberwolves,95,Memphis Grizzlies,87,15478,Pyramid Arena
2003,"Wed, Apr 16, 2003",Orlando Magic,87,Milwaukee Bucks,93,15714,Bradley Center
2003,"Wed, Apr 16, 2003",Atlanta Hawks,77,New Orleans Hornets,92,16815,New Orleans Arena
2003,"Wed, Apr 16, 2003",Dallas Mavericks,93,San Antonio Spurs,72,19217,SBC Center
2003,"Wed, Apr 16, 2003",Houston Rockets,89,Denver Nuggets,84,18516,Pepsi Center
2003,"Wed, Apr 16, 2003",Utah Jazz,84,Sacramento Kings,95,17317,ARCO Arena (II)
2003,"Wed, Apr 16, 2003",Phoenix Suns,70,Seattle SuperSonics,84,17072,KeyArena at Seattle Center
2003,"Wed, Apr 16, 2003",Los Angeles Lakers,117,Golden State Warriors,111,20234,The Arena in Oakland
2003,"Wed, Apr 16, 2003",Portland Trail Blazers,93,Los Angeles Clippers,107,19060,STAPLES Center
2003,"Sat, Apr 19, 2003",Milwaukee Bucks,96,New Jersey Nets,109,16102,Continental Airlines Arena
2003,"Sat, Apr 19, 2003",Boston Celtics,103,Indiana Pacers,100,16380,Conseco Fieldhouse
2003,"Sat, Apr 19, 2003",Phoenix Suns,96,San Antonio Spurs,95,19217,SBC Center
2003,"Sat, Apr 19, 2003",Portland Trail Blazers,86,Dallas Mavericks,96,20336,American Airlines Center
2003,"Sat, Apr 19, 2003",Utah Jazz,90,Sacramento Kings,96,17317,ARCO Arena (II)
2003,"Sun, Apr 20, 2003",Orlando Magic,99,Detroit Pistons,94,21261,The Palace of Auburn Hills
2003,"Sun, Apr 20, 2003",Los Angeles Lakers,117,Minnesota Timberwolves,98,17097,Target Center
2003,"Sun, Apr 20, 2003",New Orleans Hornets,90,Philadelphia 76ers,98,19711,First Union Center
2003,"Mon, Apr 21, 2003",Phoenix Suns,76,San Antonio Spurs,84,19217,SBC Center
2003,"Mon, Apr 21, 2003",Boston Celtics,77,Indiana Pacers,89,15881,Conseco Fieldhouse
2003,"Mon, Apr 21, 2003",Utah Jazz,95,Sacramento Kings,108,17317,ARCO Arena (II)
2003,"Tue, Apr 22, 2003",Milwaukee Bucks,88,New Jersey Nets,85,17633,Continental Airlines Arena
2003,"Tue, Apr 22, 2003",Los Angeles Lakers,91,Minnesota Timberwolves,119,17132,Target Center
2003,"Wed, Apr 23, 2003",New Orleans Hornets,85,Philadelphia 76ers,90,20229,First Union Center
2003,"Wed, Apr 23, 2003",Orlando Magic,77,Detroit Pistons,89,22076,The Palace of Auburn Hills
2003,"Wed, Apr 23, 2003",Portland Trail Blazers,99,Dallas Mavericks,103,20356,American Airlines Center
2003,"Thu, Apr 24, 2003",Indiana Pacers,83,Boston Celtics,101,18624,FleetCenter
2003,"Thu, Apr 24, 2003",New Jersey Nets,103,Milwaukee Bucks,101,17539,Bradley Center
2003,"Thu, Apr 24, 2003",Minnesota Timberwolves,114,Los Angeles Lakers,110,18997,STAPLES Center
2003,"Fri, Apr 25, 2003",Detroit Pistons,80,Orlando Magic,89,17283,TD Waterhouse Centre
2003,"Fri, Apr 25, 2003",San Antonio Spurs,99,Phoenix Suns,86,19023,America West Arena
2003,"Fri, Apr 25, 2003",Dallas Mavericks,115,Portland Trail Blazers,103,19980,Rose Garden Arena
2003,"Sat, Apr 26, 2003",New Jersey Nets,114,Milwaukee Bucks,119,18391,Bradley Center
2003,"Sat, Apr 26, 2003",Philadelphia 76ers,85,New Orleans Hornets,99,17320,New Orleans Arena
2003,"Sat, Apr 26, 2003",Sacramento Kings,104,Utah Jazz,107,19911,Delta Center
2003,"Sun, Apr 27, 2003",Indiana Pacers,92,Boston Celtics,102,18624,FleetCenter
2003,"Sun, Apr 27, 2003",Minnesota Timberwolves,97,Los Angeles Lakers,102,18997,STAPLES Center
2003,"Sun, Apr 27, 2003",Detroit Pistons,92,Orlando Magic,100,17283,TD Waterhouse Centre
2003,"Sun, Apr 27, 2003",Dallas Mavericks,79,Portland Trail Blazers,98,19980,Rose Garden Arena
2003,"Sun, Apr 27, 2003",San Antonio Spurs,84,Phoenix Suns,86,18756,America West Arena
2003,"Mon, Apr 28, 2003",Philadelphia 76ers,96,New Orleans Hornets,87,16243,New Orleans Arena
2003,"Mon, Apr 28, 2003",Sacramento Kings,99,Utah Jazz,82,19911,Delta Center
2003,"Tue, Apr 29, 2003",Milwaukee Bucks,82,New Jersey Nets,89,16601,Continental Airlines Arena
2003,"Tue, Apr 29, 2003",Phoenix Suns,82,San Antonio Spurs,94,19217,SBC Center
2003,"Tue, Apr 29, 2003",Boston Celtics,88,Indiana Pacers,93,15326,Conseco Fieldhouse
2003,"Tue, Apr 29, 2003",Los Angeles Lakers,120,Minnesota Timberwolves,90,20098,Target Center
2003,"Wed, Apr 30, 2003",New Orleans Hornets,93,Philadelphia 76ers,91,19403,First Union Center
2003,"Wed, Apr 30, 2003",Orlando Magic,67,Detroit Pistons,98,22076,The Palace of Auburn Hills
2003,"Wed, Apr 30, 2003",Portland Trail Blazers,103,Dallas Mavericks,99,20438,American Airlines Center
2003,"Wed, Apr 30, 2003",Utah Jazz,91,Sacramento Kings,111,17317,ARCO Arena (II)
2003,"Thu, May 1, 2003",Indiana Pacers,90,Boston Celtics,110,18624,FleetCenter
2003,"Thu, May 1, 2003",New Jersey Nets,113,Milwaukee Bucks,101,18717,Bradley Center
2003,"Thu, May 1, 2003",San Antonio Spurs,87,Phoenix Suns,85,18913,America West Arena
2003,"Thu, May 1, 2003",Minnesota Timberwolves,85,Los Angeles Lakers,101,18997,STAPLES Center
2003,"Fri, May 2, 2003",Detroit Pistons,103,Orlando Magic,88,16909,TD Waterhouse Centre
2003,"Fri, May 2, 2003",Philadelphia 76ers,107,New Orleans Hornets,103,18570,New Orleans Arena
2003,"Fri, May 2, 2003",Dallas Mavericks,103,Portland Trail Blazers,125,20602,Rose Garden Arena
2003,"Sun, May 4, 2003",Orlando Magic,93,Detroit Pistons,108,22076,The Palace of Auburn Hills
2003,"Sun, May 4, 2003",Portland Trail Blazers,95,Dallas Mavericks,107,20281,American Airlines Center
2003,"Mon, May 5, 2003",Boston Celtics,93,New Jersey Nets,97,17343,Continental Airlines Arena
2003,"Mon, May 5, 2003",Los Angeles Lakers,82,San Antonio Spurs,87,18797,SBC Center
2003,"Tue, May 6, 2003",Philadelphia 76ers,87,Detroit Pistons,98,22076,The Palace of Auburn Hills
2003,"Tue, May 6, 2003",Sacramento Kings,124,Dallas Mavericks,113,20525,American Airlines Center
2003,"Wed, May 7, 2003",Boston Celtics,95,New Jersey Nets,104,19934,Continental Airlines Arena
2003,"Wed, May 7, 2003",Los Angeles Lakers,95,San Antonio Spurs,114,18797,SBC Center
2003,"Thu, May 8, 2003",Philadelphia 76ers,97,Detroit Pistons,104,22076,The Palace of Auburn Hills
2003,"Thu, May 8, 2003",Sacramento Kings,110,Dallas Mavericks,132,20491,American Airlines Center
2003,"Fri, May 9, 2003",New Jersey Nets,94,Boston Celtics,76,18624,FleetCenter
2003,"Fri, May 9, 2003",San Antonio Spurs,95,Los Angeles Lakers,110,18997,STAPLES Center
2003,"Sat, May 10, 2003",Detroit Pistons,83,Philadelphia 76ers,93,20743,First Union Center
2003,"Sat, May 10, 2003",Dallas Mavericks,141,Sacramento Kings,137,17317,ARCO Arena (II)
2003,"Sun, May 11, 2003",San Antonio Spurs,95,Los Angeles Lakers,99,18997,STAPLES Center
2003,"Sun, May 11, 2003",Detroit Pistons,82,Philadelphia 76ers,95,20549,First Union Center
2003,"Sun, May 11, 2003",Dallas Mavericks,83,Sacramento Kings,99,17317,ARCO Arena (II)
2003,"Mon, May 12, 2003",New Jersey Nets,110,Boston Celtics,101,18624,FleetCenter
2003,"Tue, May 13, 2003",Sacramento Kings,93,Dallas Mavericks,112,20556,American Airlines Center
2003,"Tue, May 13, 2003",Los Angeles Lakers,94,San Antonio Spurs,96,18797,SBC Center
2003,"Wed, May 14, 2003",Philadelphia 76ers,77,Detroit Pistons,78,22076,The Palace of Auburn Hills
2003,"Thu, May 15, 2003",San Antonio Spurs,110,Los Angeles Lakers,82,18997,STAPLES Center
2003,"Thu, May 15, 2003",Dallas Mavericks,109,Sacramento Kings,115,17317,ARCO Arena (II)
2003,"Fri, May 16, 2003",Detroit Pistons,93,Philadelphia 76ers,89,20888,First Union Center
2003,"Sat, May 17, 2003",Sacramento Kings,99,Dallas Mavericks,112,20595,American Airlines Center
2003,"Sun, May 18, 2003",New Jersey Nets,76,Detroit Pistons,74,22076,The Palace of Auburn Hills
2003,"Mon, May 19, 2003",Dallas Mavericks,113,San Antonio Spurs,110,18797,SBC Center
2003,"Tue, May 20, 2003",New Jersey Nets,88,Detroit Pistons,86,22076,The Palace of Auburn Hills
2003,"Wed, May 21, 2003",Dallas Mavericks,106,San Antonio Spurs,119,18797,SBC Center
2003,"Thu, May 22, 2003",Detroit Pistons,85,New Jersey Nets,97,19923,Continental Airlines Arena
2003,"Fri, May 23, 2003",San Antonio Spurs,96,Dallas Mavericks,83,20695,American Airlines Center
2003,"Sat, May 24, 2003",Detroit Pistons,82,New Jersey Nets,102,19923,Continental Airlines Arena
2003,"Sun, May 25, 2003",San Antonio Spurs,102,Dallas Mavericks,95,20561,American Airlines Center
2003,"Tue, May 27, 2003",Dallas Mavericks,103,San Antonio Spurs,91,18797,SBC Center
2003,"Thu, May 29, 2003",San Antonio Spurs,90,Dallas Mavericks,78,20812,American Airlines Center
2003,"Wed, Jun 4, 2003",New Jersey Nets,89,San Antonio Spurs,101,18797,SBC Center
2003,"Fri, Jun 6, 2003",New Jersey Nets,87,San Antonio Spurs,85,18797,SBC Center
2003,"Sun, Jun 8, 2003",San Antonio Spurs,84,New Jersey Nets,79,19280,Continental Airlines Arena
2003,"Wed, Jun 11, 2003",San Antonio Spurs,76,New Jersey Nets,77,19280,Continental Airlines Arena
2003,"Fri, Jun 13, 2003",San Antonio Spurs,93,New Jersey Nets,83,19280,Continental Airlines Arena
2003,"Sun, Jun 15, 2003",New Jersey Nets,77,San Antonio Spurs,88,18797,SBC Center
2004,"Tue, Oct 28, 2003",Miami Heat,74,Philadelphia 76ers,89,18295,Wachovia Center
2004,"Tue, Oct 28, 2003",Phoenix Suns,82,San Antonio Spurs,83,18797,SBC Center
2004,"Tue, Oct 28, 2003",Dallas Mavericks,93,Los Angeles Lakers,109,18997,STAPLES Center
2004,"Wed, Oct 29, 2003",Miami Heat,75,Boston Celtics,98,18624,FleetCenter
2004,"Wed, Oct 29, 2003",Indiana Pacers,89,Detroit Pistons,87,22076,The Palace of Auburn Hills
2004,"Wed, Oct 29, 2003",New Jersey Nets,87,Toronto Raptors,90,18217,Air Canada Centre
2004,"Wed, Oct 29, 2003",Milwaukee Bucks,89,Minnesota Timberwolves,95,17784,Target Center
2004,"Wed, Oct 29, 2003",Atlanta Hawks,83,New Orleans Hornets,88,15242,New Orleans Arena
2004,"Wed, Oct 29, 2003",Orlando Magic,85,New York Knicks,83,19763,Madison Square Garden (IV)
2004,"Wed, Oct 29, 2003",Washington Wizards,99,Chicago Bulls,74,18127,United Center
2004,"Wed, Oct 29, 2003",Portland Trail Blazers,92,Utah Jazz,99,17306,Delta Center
2004,"Wed, Oct 29, 2003",San Antonio Spurs,72,Denver Nuggets,80,17429,Pepsi Center
2004,"Wed, Oct 29, 2003",Cleveland Cavaliers,92,Sacramento Kings,106,17317,ARCO Arena (II)
2004,"Wed, Oct 29, 2003",Dallas Mavericks,95,Golden State Warriors,87,15816,The Arena in Oakland
2004,"Thu, Oct 30, 2003",Los Angeles Clippers,100,Seattle SuperSonics,109,19323,Saitama Super Arena
2004,"Thu, Oct 30, 2003",New Orleans Hornets,100,Orlando Magic,98,15911,TD Waterhouse Centre
2004,"Thu, Oct 30, 2003",Denver Nuggets,85,Houston Rockets,102,18189,Toyota Center
2004,"Thu, Oct 30, 2003",Cleveland Cavaliers,86,Phoenix Suns,95,18422,America West Arena
2004,"Fri, Oct 31, 2003",Washington Wizards,79,Toronto Raptors,82,14183,Air Canada Centre
2004,"Fri, Oct 31, 2003",Milwaukee Bucks,93,Indiana Pacers,79,17607,Conseco Fieldhouse
2004,"Fri, Oct 31, 2003",Detroit Pistons,93,Miami Heat,81,15825,AmericanAirlines Arena
2004,"Fri, Oct 31, 2003",Boston Celtics,93,Memphis Grizzlies,91,16178,Pyramid Arena
2004,"Fri, Oct 31, 2003",Minnesota Timberwolves,61,New Jersey Nets,84,17145,Continental Airlines Arena
2004,"Fri, Oct 31, 2003",Atlanta Hawks,94,Chicago Bulls,100,15300,United Center
2004,"Fri, Oct 31, 2003",Seattle SuperSonics,124,Los Angeles Clippers,105,19664,Saitama Super Arena
2004,"Fri, Oct 31, 2003",Philadelphia 76ers,89,Sacramento Kings,100,17317,ARCO Arena (II)
2004,"Sat, Nov 1, 2003",Indiana Pacers,103,Atlanta Hawks,99,18818,Philips Arena
2004,"Sat, Nov 1, 2003",Detroit Pistons,96,Orlando Magic,85,14588,TD Waterhouse Centre
2004,"Sat, Nov 1, 2003",New Jersey Nets,98,Washington Wizards,85,20173,MCI Center
2004,"Sat, Nov 1, 2003",Toronto Raptors,56,Minnesota Timberwolves,73,15869,Target Center
2004,"Sat, Nov 1, 2003",Boston Celtics,90,New Orleans Hornets,97,13392,New Orleans Arena
2004,"Sat, Nov 1, 2003",Utah Jazz,102,Dallas Mavericks,127,19923,American Airlines Center
